SYMBOL,STRIKE_PR,EXPIRY_DT,TIMESTAMP,Approx_Spot_Price
BANKNIFTY,29700.0,2019-08-01,2019-08-01,28339.731785500506
BANKNIFTY,29700.0,2019-08-01,2019-08-01,28339.731785500506
BANKNIFTY,29700.0,2019-08-08,2019-08-01,28448.234198113598
BANKNIFTY,29700.0,2019-08-08,2019-08-01,28448.234198113598
BANKNIFTY,29700.0,2019-08-14,2019-08-01,31259.856655299616
BANKNIFTY,29700.0,2019-08-14,2019-08-01,31259.856655299616
BANKNIFTY,29700.0,2019-08-22,2019-08-01,31037.7344168661
BANKNIFTY,29700.0,2019-08-22,2019-08-01,31037.7344168661
BANKNIFTY,29700.0,2019-08-29,2019-08-01,28080.550385231792
BANKNIFTY,29700.0,2019-08-29,2019-08-01,28080.550385231792
BANKNIFTY,29700.0,2019-09-05,2019-08-01,30782.19355811672
BANKNIFTY,29700.0,2019-09-05,2019-08-01,30782.19355811672
BANKNIFTY,29700.0,2019-09-12,2019-08-01,30891.66390944686
BANKNIFTY,29700.0,2019-09-12,2019-08-01,30891.66390944686
BANKNIFTY,29700.0,2019-09-19,2019-08-01,30573.36141317318
BANKNIFTY,29700.0,2019-09-19,2019-08-01,30573.36141317318
BANKNIFTY,29700.0,2019-09-26,2019-08-01,31538.886043271617
BANKNIFTY,29700.0,2019-09-26,2019-08-01,31538.886043271617
BANKNIFTY,29700.0,2019-10-31,2019-08-01,29200.66518024789
BANKNIFTY,29700.0,2019-10-31,2019-08-01,29200.66518024789
ACC,1400.0,2019-08-29,2019-08-01,1567.1904221994785
ACC,1400.0,2019-08-29,2019-08-01,1567.1904221994785
ACC,1400.0,2019-09-26,2019-08-01,1593.7013623091
ACC,1400.0,2019-09-26,2019-08-01,1593.7013623091
ACC,1400.0,2019-10-31,2019-08-01,1592.7062711227961
ACC,1400.0,2019-10-31,2019-08-01,1592.7062711227961
BANKNIFTY,29700.0,2019-11-07,2019-11-01,30275.449070248906
BANKNIFTY,29700.0,2019-11-07,2019-11-01,30275.449070248906
BANKNIFTY,29700.0,2019-11-14,2019-11-01,30045.006655299614
BANKNIFTY,29700.0,2019-11-14,2019-11-01,30045.006655299614
BANKNIFTY,29700.0,2019-11-21,2019-11-01,29197.59150082672
BANKNIFTY,29700.0,2019-11-21,2019-11-01,29197.59150082672
BANKNIFTY,29700.0,2019-11-28,2019-11-01,30257.153580702576
BANKNIFTY,29700.0,2019-11-28,2019-11-01,30257.153580702576
BANKNIFTY,29700.0,2019-12-05,2019-11-01,28587.692868824564
BANKNIFTY,29700.0,2019-12-05,2019-11-01,28587.692868824564
BANKNIFTY,29700.0,2019-12-12,2019-11-01,28298.009339115095
BANKNIFTY,29700.0,2019-12-12,2019-11-01,28298.009339115095
BANKNIFTY,29700.0,2019-12-19,2019-11-01,29096.702965521567
BANKNIFTY,29700.0,2019-12-19,2019-11-01,29096.702965521567
BANKNIFTY,29700.0,2019-12-26,2019-11-01,30231.57372201635
BANKNIFTY,29700.0,2019-12-26,2019-11-01,30231.57372201635
BANKNIFTY,29700.0,2020-01-02,2019-11-01,29190.37158259676
BANKNIFTY,29700.0,2020-01-02,2019-11-01,29190.37158259676
BANKNIFTY,29700.0,2020-01-30,2019-11-01,30135.28354659276
BANKNIFTY,29700.0,2020-01-30,2019-11-01,30135.28354659276
ACC,1400.0,2019-11-28,2019-11-01,1556.3314819186398
ACC,1400.0,2019-11-28,2019-11-01,1556.3314819186398
ACC,1400.0,2019-12-26,2019-11-01,1656.841690600097
ACC,1400.0,2019-12-26,2019-11-01,1656.841690600097
ACC,1400.0,2020-01-30,2019-11-01,1571.2956890649784
ACC,1400.0,2020-01-30,2019-11-01,1571.2956890649784
BANKNIFTY,29700.0,2019-10-03,2019-10-01,28772.8641282525
BANKNIFTY,29700.0,2019-10-03,2019-10-01,28772.8641282525
BANKNIFTY,29700.0,2019-10-10,2019-10-01,28794.556124147693
BANKNIFTY,29700.0,2019-10-10,2019-10-01,28794.556124147693
BANKNIFTY,29700.0,2019-10-17,2019-10-01,28077.625395460625
BANKNIFTY,29700.0,2019-10-17,2019-10-01,28077.625395460625
BANKNIFTY,29700.0,2019-10-24,2019-10-01,29718.071916049324
BANKNIFTY,29700.0,2019-10-24,2019-10-01,29718.071916049324
BANKNIFTY,29700.0,2019-10-31,2019-10-01,28832.895659796868
BANKNIFTY,29700.0,2019-10-31,2019-10-01,28832.895659796868
BANKNIFTY,29700.0,2019-11-07,2019-10-01,28214.046600611382
BANKNIFTY,29700.0,2019-11-07,2019-10-01,28214.046600611382
BANKNIFTY,29700.0,2019-11-14,2019-10-01,28216.62471242597
BANKNIFTY,29700.0,2019-11-14,2019-10-01,28216.62471242597
BANKNIFTY,29700.0,2019-11-21,2019-10-01,29072.07996919875
BANKNIFTY,29700.0,2019-11-21,2019-10-01,29072.07996919875
BANKNIFTY,29700.0,2019-11-28,2019-10-01,28228.71234491278
BANKNIFTY,29700.0,2019-11-28,2019-10-01,28228.71234491278
BANKNIFTY,29700.0,2019-12-26,2019-10-01,30106.662517714925
BANKNIFTY,29700.0,2019-12-26,2019-10-01,30106.662517714925
ACC,1400.0,2019-10-31,2019-10-01,1684.308381269886
ACC,1400.0,2019-10-31,2019-10-01,1684.308381269886
ACC,1400.0,2019-11-28,2019-10-01,1510.4207839352825
ACC,1400.0,2019-11-28,2019-10-01,1510.4207839352825
ACC,1400.0,2019-12-26,2019-10-01,1650.9536203636665
ACC,1400.0,2019-12-26,2019-10-01,1650.9536203636665
BANKNIFTY,29700.0,2019-08-08,2019-08-02,28283.199070248906
BANKNIFTY,29700.0,2019-08-08,2019-08-02,28283.199070248906
BANKNIFTY,29700.0,2019-08-14,2019-08-02,31263.918187816766
BANKNIFTY,29700.0,2019-08-14,2019-08-02,31263.918187816766
BANKNIFTY,29700.0,2019-08-22,2019-08-02,31041.79150082672
BANKNIFTY,29700.0,2019-08-22,2019-08-02,31041.79150082672
BANKNIFTY,29700.0,2019-08-29,2019-08-02,28255.953580702575
BANKNIFTY,29700.0,2019-08-29,2019-08-02,28255.953580702575
BANKNIFTY,29700.0,2019-09-05,2019-08-02,30786.242868824564
BANKNIFTY,29700.0,2019-09-05,2019-08-02,30786.242868824564
BANKNIFTY,29700.0,2019-09-12,2019-08-02,30895.709339115096
BANKNIFTY,29700.0,2019-09-12,2019-08-02,30895.709339115096
BANKNIFTY,29700.0,2019-09-19,2019-08-02,30577.402965521567
BANKNIFTY,29700.0,2019-09-19,2019-08-02,30577.402965521567
BANKNIFTY,29700.0,2019-09-26,2019-08-02,31542.92372201635
BANKNIFTY,29700.0,2019-09-26,2019-08-02,31542.92372201635
BANKNIFTY,29700.0,2019-10-03,2019-08-02,28450.47158259676
BANKNIFTY,29700.0,2019-10-03,2019-08-02,28450.47158259676
BANKNIFTY,29700.0,2019-10-31,2019-08-02,29204.683546592758
BANKNIFTY,29700.0,2019-10-31,2019-08-02,29204.683546592758
ACC,1400.0,2019-08-29,2019-08-02,1569.2814819186399
ACC,1400.0,2019-08-29,2019-08-02,1569.2814819186399
ACC,1400.0,2019-09-26,2019-08-02,1593.8916906000973
ACC,1400.0,2019-09-26,2019-08-02,1593.8916906000973
ACC,1400.0,2019-10-31,2019-08-02,1592.8956890649783
ACC,1400.0,2019-10-31,2019-08-02,1592.8956890649783
BANKNIFTY,29700.0,2019-10-03,2019-10-03,28418.281785500505
BANKNIFTY,29700.0,2019-10-03,2019-10-03,28418.281785500505
BANKNIFTY,29700.0,2019-10-10,2019-10-03,28439.884198113596
BANKNIFTY,29700.0,2019-10-10,2019-10-03,28439.884198113596
BANKNIFTY,29700.0,2019-10-17,2019-10-03,28086.695679118675
BANKNIFTY,29700.0,2019-10-17,2019-10-03,28086.695679118675
BANKNIFTY,29700.0,2019-10-24,2019-10-03,29726.1844168661
BANKNIFTY,29700.0,2019-10-24,2019-10-03,29726.1844168661
BANKNIFTY,29700.0,2019-10-31,2019-10-03,28616.65038523179
BANKNIFTY,29700.0,2019-10-31,2019-10-03,28616.65038523179
BANKNIFTY,29700.0,2019-11-07,2019-10-03,28222.14355811672
BANKNIFTY,29700.0,2019-11-07,2019-10-03,28222.14355811672
BANKNIFTY,29700.0,2019-11-14,2019-10-03,28224.71390944686
BANKNIFTY,29700.0,2019-11-14,2019-10-03,28224.71390944686
BANKNIFTY,29700.0,2019-11-21,2019-10-03,29080.16141317318
BANKNIFTY,29700.0,2019-11-21,2019-10-03,29080.16141317318
BANKNIFTY,29700.0,2019-11-28,2019-10-03,28236.78604327162
BANKNIFTY,29700.0,2019-11-28,2019-10-03,28236.78604327162
BANKNIFTY,29700.0,2019-12-26,2019-10-03,30114.705307777698
BANKNIFTY,29700.0,2019-12-26,2019-10-03,30114.705307777698
ACC,1400.0,2019-10-31,2019-10-03,1680.6404221994785
ACC,1400.0,2019-10-31,2019-10-03,1680.6404221994785
ACC,1400.0,2019-11-28,2019-10-03,1510.8013623090999
ACC,1400.0,2019-11-28,2019-10-03,1510.8013623090999
ACC,1400.0,2019-12-26,2019-10-03,1651.3327417807668
ACC,1400.0,2019-12-26,2019-10-03,1651.3327417807668
BANKNIFTY,29700.0,2019-09-05,2019-09-03,29168.5641282525
BANKNIFTY,29700.0,2019-09-05,2019-09-03,29168.5641282525
BANKNIFTY,29700.0,2019-09-12,2019-09-03,31025.45612414769
BANKNIFTY,29700.0,2019-09-12,2019-09-03,31025.45612414769
BANKNIFTY,29700.0,2019-09-19,2019-09-03,30707.025395460623
BANKNIFTY,29700.0,2019-09-19,2019-09-03,30707.025395460623
BANKNIFTY,29700.0,2019-09-26,2019-09-03,31672.421916049323
BANKNIFTY,29700.0,2019-09-26,2019-09-03,31672.421916049323
BANKNIFTY,29700.0,2019-10-03,2019-09-03,28579.84565979687
BANKNIFTY,29700.0,2019-10-03,2019-09-03,28579.84565979687
BANKNIFTY,29700.0,2019-10-10,2019-09-03,28279.94660061138
BANKNIFTY,29700.0,2019-10-10,2019-09-03,28279.94660061138
BANKNIFTY,29700.0,2019-10-17,2019-09-03,28339.674712425975
BANKNIFTY,29700.0,2019-10-17,2019-09-03,28339.674712425975
BANKNIFTY,29700.0,2019-10-24,2019-09-03,28211.02996919875
BANKNIFTY,29700.0,2019-10-24,2019-09-03,28211.02996919875
BANKNIFTY,29700.0,2019-10-31,2019-09-03,29333.562344912778
BANKNIFTY,29700.0,2019-10-31,2019-09-03,29333.562344912778
ACC,1400.0,2019-09-26,2019-09-03,1447.8459825747157
ACC,1400.0,2019-09-26,2019-09-03,1447.8459825747157
ACC,1400.0,2019-10-31,2019-09-03,1598.9707839352825
ACC,1400.0,2019-10-31,2019-09-03,1598.9707839352825
ACC,1400.0,2019-11-28,2019-09-03,1505.1036203636666
ACC,1400.0,2019-11-28,2019-09-03,1505.1036203636666
BANKNIFTY,29700.0,2019-11-07,2019-11-04,30333.04702817965
BANKNIFTY,29700.0,2019-11-07,2019-11-04,30333.04702817965
BANKNIFTY,29700.0,2019-11-14,2019-11-04,30098.742922164573
BANKNIFTY,29700.0,2019-11-14,2019-11-04,30098.742922164573
BANKNIFTY,29700.0,2019-11-21,2019-11-04,29209.766087831125
BANKNIFTY,29700.0,2019-11-21,2019-11-04,29209.766087831125
BANKNIFTY,29700.0,2019-11-28,2019-11-04,30245.81649904093
BANKNIFTY,29700.0,2019-11-28,2019-11-04,30245.81649904093
BANKNIFTY,29700.0,2019-12-05,2019-11-04,28599.84412968064
BANKNIFTY,29700.0,2019-12-05,2019-11-04,28599.84412968064
BANKNIFTY,29700.0,2019-12-12,2019-11-04,28310.148953661934
BANKNIFTY,29700.0,2019-12-12,2019-11-04,28310.148953661934
BANKNIFTY,29700.0,2019-12-19,2019-11-04,29108.830944921516
BANKNIFTY,29700.0,2019-12-19,2019-11-04,29108.830944921516
BANKNIFTY,29700.0,2019-12-26,2019-11-04,30243.69007742105
BANKNIFTY,29700.0,2019-12-26,2019-11-04,30243.69007742105
BANKNIFTY,29700.0,2020-01-02,2019-11-04,29202.476325147167
BANKNIFTY,29700.0,2020-01-02,2019-11-04,29202.476325147167
BANKNIFTY,29700.0,2020-01-30,2019-11-04,30147.341948922127
BANKNIFTY,29700.0,2020-01-30,2019-11-04,30147.341948922127
ACC,1400.0,2019-11-28,2019-11-04,1585.4048181366095
ACC,1400.0,2019-11-28,2019-11-04,1585.4048181366095
ACC,1400.0,2019-12-26,2019-11-04,1657.4128319323054
ACC,1400.0,2019-12-26,2019-11-04,1657.4128319323054
ACC,1400.0,2020-01-30,2019-11-04,1571.8640986023897
ACC,1400.0,2020-01-30,2019-11-04,1571.8640986023897
BANKNIFTY,29700.0,2019-10-10,2019-10-04,27727.349070248907
BANKNIFTY,29700.0,2019-10-10,2019-10-04,27727.349070248907
BANKNIFTY,29700.0,2019-10-17,2019-10-04,27923.606655299616
BANKNIFTY,29700.0,2019-10-17,2019-10-04,27923.606655299616
BANKNIFTY,29700.0,2019-10-24,2019-10-04,29730.24150082672
BANKNIFTY,29700.0,2019-10-24,2019-10-04,29730.24150082672
BANKNIFTY,29700.0,2019-10-31,2019-10-04,27792.053580702577
BANKNIFTY,29700.0,2019-10-31,2019-10-04,27792.053580702577
BANKNIFTY,29700.0,2019-11-07,2019-10-04,28130.342868824562
BANKNIFTY,29700.0,2019-11-07,2019-10-04,28130.342868824562
BANKNIFTY,29700.0,2019-11-14,2019-10-04,28228.759339115095
BANKNIFTY,29700.0,2019-11-14,2019-10-04,28228.759339115095
BANKNIFTY,29700.0,2019-11-21,2019-10-04,29084.202965521567
BANKNIFTY,29700.0,2019-11-21,2019-10-04,29084.202965521567
BANKNIFTY,29700.0,2019-11-28,2019-10-04,28240.82372201635
BANKNIFTY,29700.0,2019-11-28,2019-10-04,28240.82372201635
BANKNIFTY,29700.0,2019-12-05,2019-10-04,28474.52158259676
BANKNIFTY,29700.0,2019-12-05,2019-10-04,28474.52158259676
BANKNIFTY,29700.0,2019-12-26,2019-10-04,30118.727529198597
BANKNIFTY,29700.0,2019-12-26,2019-10-04,30118.727529198597
ACC,1400.0,2019-10-31,2019-10-04,1523.2814819186399
ACC,1400.0,2019-10-31,2019-10-04,1523.2814819186399
ACC,1400.0,2019-11-28,2019-10-04,1510.9916906000972
ACC,1400.0,2019-11-28,2019-10-04,1510.9916906000972
ACC,1400.0,2019-12-26,2019-10-04,1651.5223414437048
ACC,1400.0,2019-12-26,2019-10-04,1651.5223414437048
BANKNIFTY,29700.0,2019-09-05,2019-09-04,29171.931785500507
BANKNIFTY,29700.0,2019-09-05,2019-09-04,29171.931785500507
BANKNIFTY,29700.0,2019-09-12,2019-09-04,31029.519882771943
BANKNIFTY,29700.0,2019-09-12,2019-09-04,31029.519882771943
BANKNIFTY,29700.0,2019-09-19,2019-09-04,30711.085259197745
BANKNIFTY,29700.0,2019-09-19,2019-09-04,30711.085259197745
BANKNIFTY,29700.0,2019-09-26,2019-09-04,31676.47788863234
BANKNIFTY,29700.0,2019-09-26,2019-09-04,31676.47788863234
BANKNIFTY,29700.0,2019-10-03,2019-09-04,28583.897744955244
BANKNIFTY,29700.0,2019-10-03,2019-09-04,28583.897744955244
BANKNIFTY,29700.0,2019-10-10,2019-09-04,28283.994802070985
BANKNIFTY,29700.0,2019-10-10,2019-09-04,28283.994802070985
BANKNIFTY,29700.0,2019-10-17,2019-09-04,28343.719033909125
BANKNIFTY,29700.0,2019-10-17,2019-09-04,28343.719033909125
BANKNIFTY,29700.0,2019-10-24,2019-09-04,28215.070414424186
BANKNIFTY,29700.0,2019-10-24,2019-09-04,28215.070414424186
BANKNIFTY,29700.0,2019-10-31,2019-09-04,29337.59891759568
BANKNIFTY,29700.0,2019-10-31,2019-09-04,29337.59891759568
ACC,1400.0,2019-09-26,2019-09-04,1449.7871732015244
ACC,1400.0,2019-09-26,2019-09-04,1449.7871732015244
ACC,1400.0,2019-10-31,2019-09-04,1599.1610600886852
ACC,1400.0,2019-10-31,2019-09-04,1599.1610600886852
ACC,1400.0,2019-11-28,2019-09-04,1505.2931680886065
ACC,1400.0,2019-11-28,2019-09-04,1505.2931680886065
BANKNIFTY,29700.0,2019-08-08,2019-08-05,28290.34702817965
BANKNIFTY,29700.0,2019-08-08,2019-08-05,28290.34702817965
BANKNIFTY,29700.0,2019-08-14,2019-08-05,29836.556124147693
BANKNIFTY,29700.0,2019-08-14,2019-08-05,29836.556124147693
BANKNIFTY,29700.0,2019-08-22,2019-08-05,31053.966087831126
BANKNIFTY,29700.0,2019-08-22,2019-08-05,31053.966087831126
BANKNIFTY,29700.0,2019-08-29,2019-08-05,27736.06649904093
BANKNIFTY,29700.0,2019-08-29,2019-08-05,27736.06649904093
BANKNIFTY,29700.0,2019-09-05,2019-08-05,30798.39412968064
BANKNIFTY,29700.0,2019-09-05,2019-08-05,30798.39412968064
BANKNIFTY,29700.0,2019-09-12,2019-08-05,30907.848953661935
BANKNIFTY,29700.0,2019-09-12,2019-08-05,30907.848953661935
BANKNIFTY,29700.0,2019-09-19,2019-08-05,30589.530944921516
BANKNIFTY,29700.0,2019-09-19,2019-08-05,30589.530944921516
BANKNIFTY,29700.0,2019-09-26,2019-08-05,31555.04007742105
BANKNIFTY,29700.0,2019-09-26,2019-08-05,31555.04007742105
BANKNIFTY,29700.0,2019-10-03,2019-08-05,28462.57632514717
BANKNIFTY,29700.0,2019-10-03,2019-08-05,28462.57632514717
BANKNIFTY,29700.0,2019-10-31,2019-08-05,29216.741948922125
BANKNIFTY,29700.0,2019-10-31,2019-08-05,29216.741948922125
ACC,1400.0,2019-08-29,2019-08-05,1511.4048181366095
ACC,1400.0,2019-08-29,2019-08-05,1511.4048181366095
ACC,1400.0,2019-09-26,2019-08-05,1594.4628319323056
ACC,1400.0,2019-09-26,2019-08-05,1594.4628319323056
ACC,1400.0,2019-10-31,2019-08-05,1593.4640986023896
ACC,1400.0,2019-10-31,2019-08-05,1593.4640986023896
BANKNIFTY,29700.0,2019-11-07,2019-11-05,30229.5141282525
BANKNIFTY,29700.0,2019-11-07,2019-11-05,30229.5141282525
BANKNIFTY,29700.0,2019-11-14,2019-11-05,30262.806124147693
BANKNIFTY,29700.0,2019-11-14,2019-11-05,30262.806124147693
BANKNIFTY,29700.0,2019-11-21,2019-11-05,29213.825395460623
BANKNIFTY,29700.0,2019-11-21,2019-11-05,29213.825395460623
BANKNIFTY,29700.0,2019-11-28,2019-11-05,30109.221916049326
BANKNIFTY,29700.0,2019-11-28,2019-11-05,30109.221916049326
BANKNIFTY,29700.0,2019-12-05,2019-11-05,28603.895659796868
BANKNIFTY,29700.0,2019-12-05,2019-11-05,28603.895659796868
BANKNIFTY,29700.0,2019-12-12,2019-11-05,28314.19660061138
BANKNIFTY,29700.0,2019-12-12,2019-11-05,28314.19660061138
BANKNIFTY,29700.0,2019-12-19,2019-11-05,29112.87471242597
BANKNIFTY,29700.0,2019-12-19,2019-11-05,29112.87471242597
BANKNIFTY,29700.0,2019-12-26,2019-11-05,30247.72996919875
BANKNIFTY,29700.0,2019-12-26,2019-11-05,30247.72996919875
BANKNIFTY,29700.0,2020-01-02,2019-11-05,29206.51234491278
BANKNIFTY,29700.0,2020-01-02,2019-11-05,29206.51234491278
BANKNIFTY,29700.0,2020-01-30,2019-11-05,30151.362517714926
BANKNIFTY,29700.0,2020-01-30,2019-11-05,30151.362517714926
ACC,1400.0,2019-11-28,2019-11-05,1577.6959825747156
ACC,1400.0,2019-11-28,2019-11-05,1577.6959825747156
ACC,1400.0,2019-12-26,2019-11-05,1657.6032645413552
ACC,1400.0,2019-12-26,2019-11-05,1657.6032645413552
ACC,1400.0,2020-01-30,2019-11-05,1572.0536203636666
ACC,1400.0,2020-01-30,2019-11-05,1572.0536203636666
BANKNIFTY,29700.0,2019-09-05,2019-09-05,29171.931785500507
BANKNIFTY,29700.0,2019-09-05,2019-09-05,29171.931785500507
BANKNIFTY,29700.0,2019-09-12,2019-09-05,31033.584198113596
BANKNIFTY,29700.0,2019-09-12,2019-09-05,31033.584198113596
BANKNIFTY,29700.0,2019-09-19,2019-09-05,30715.145679118676
BANKNIFTY,29700.0,2019-09-19,2019-09-05,30715.145679118676
BANKNIFTY,29700.0,2019-09-26,2019-09-05,31680.534416866103
BANKNIFTY,29700.0,2019-09-26,2019-09-05,31680.534416866103
BANKNIFTY,29700.0,2019-10-03,2019-09-05,28587.950385231794
BANKNIFTY,29700.0,2019-10-03,2019-09-05,28587.950385231794
BANKNIFTY,29700.0,2019-10-10,2019-09-05,28288.04355811672
BANKNIFTY,29700.0,2019-10-10,2019-09-05,28288.04355811672
BANKNIFTY,29700.0,2019-10-17,2019-09-05,28347.76390944686
BANKNIFTY,29700.0,2019-10-17,2019-09-05,28347.76390944686
BANKNIFTY,29700.0,2019-10-24,2019-09-05,28219.11141317318
BANKNIFTY,29700.0,2019-10-24,2019-09-05,28219.11141317318
BANKNIFTY,29700.0,2019-10-31,2019-09-05,29341.636043271617
BANKNIFTY,29700.0,2019-10-31,2019-09-05,29341.636043271617
ACC,1400.0,2019-09-26,2019-09-05,1455.4783900206241
ACC,1400.0,2019-09-26,2019-09-05,1455.4783900206241
ACC,1400.0,2019-10-31,2019-09-05,1599.3513623090998
ACC,1400.0,2019-10-31,2019-09-05,1599.3513623090998
ACC,1400.0,2019-11-28,2019-09-05,1505.482741780767
ACC,1400.0,2019-11-28,2019-09-05,1505.482741780767
BANKNIFTY,29700.0,2019-08-08,2019-08-06,27933.7641282525
BANKNIFTY,29700.0,2019-08-08,2019-08-06,27933.7641282525
BANKNIFTY,29700.0,2019-08-14,2019-08-06,29840.619882771945
BANKNIFTY,29700.0,2019-08-14,2019-08-06,29840.619882771945
BANKNIFTY,29700.0,2019-08-22,2019-08-06,31058.025395460623
BANKNIFTY,29700.0,2019-08-22,2019-08-06,31058.025395460623
BANKNIFTY,29700.0,2019-08-29,2019-08-06,28048.921916049323
BANKNIFTY,29700.0,2019-08-29,2019-08-06,28048.921916049323
BANKNIFTY,29700.0,2019-09-05,2019-08-06,30802.445659796867
BANKNIFTY,29700.0,2019-09-05,2019-08-06,30802.445659796867
BANKNIFTY,29700.0,2019-09-12,2019-08-06,30911.89660061138
BANKNIFTY,29700.0,2019-09-12,2019-08-06,30911.89660061138
BANKNIFTY,29700.0,2019-09-19,2019-08-06,30593.574712425972
BANKNIFTY,29700.0,2019-09-19,2019-08-06,30593.574712425972
BANKNIFTY,29700.0,2019-09-26,2019-08-06,31559.07996919875
BANKNIFTY,29700.0,2019-09-26,2019-08-06,31559.07996919875
BANKNIFTY,29700.0,2019-10-03,2019-08-06,28466.61234491278
BANKNIFTY,29700.0,2019-10-03,2019-08-06,28466.61234491278
BANKNIFTY,29700.0,2019-10-31,2019-08-06,29220.762517714924
BANKNIFTY,29700.0,2019-10-31,2019-08-06,29220.762517714924
ACC,1400.0,2019-08-29,2019-08-06,1515.6959825747156
ACC,1400.0,2019-08-29,2019-08-06,1515.6959825747156
ACC,1400.0,2019-09-26,2019-08-06,1594.6532645413554
ACC,1400.0,2019-09-26,2019-08-06,1594.6532645413554
ACC,1400.0,2019-10-31,2019-08-06,1593.6536203636665
ACC,1400.0,2019-10-31,2019-08-06,1593.6536203636665
BANKNIFTY,29700.0,2019-11-07,2019-11-06,30607.831785500508
BANKNIFTY,29700.0,2019-11-07,2019-11-06,30607.831785500508
BANKNIFTY,29700.0,2019-11-14,2019-11-06,30601.719882771944
BANKNIFTY,29700.0,2019-11-14,2019-11-06,30601.719882771944
BANKNIFTY,29700.0,2019-11-21,2019-11-06,30486.535259197746
BANKNIFTY,29700.0,2019-11-21,2019-11-06,30486.535259197746
BANKNIFTY,29700.0,2019-11-28,2019-11-06,30491.42788863234
BANKNIFTY,29700.0,2019-11-28,2019-11-06,30491.42788863234
BANKNIFTY,29700.0,2019-12-05,2019-11-06,28607.947744955243
BANKNIFTY,29700.0,2019-12-05,2019-11-06,28607.947744955243
BANKNIFTY,29700.0,2019-12-12,2019-11-06,28318.244802070985
BANKNIFTY,29700.0,2019-12-12,2019-11-06,28318.244802070985
BANKNIFTY,29700.0,2019-12-19,2019-11-06,29116.919033909122
BANKNIFTY,29700.0,2019-12-19,2019-11-06,29116.919033909122
BANKNIFTY,29700.0,2019-12-26,2019-11-06,30251.770414424187
BANKNIFTY,29700.0,2019-12-26,2019-11-06,30251.770414424187
